Email,Address,Avatar,Avg. Session Length,Time on App,Time on Website,Length of Membership,Yearly Amount Spent
youngellen@hotmail.com,"994 Joel Highway Suite 216
New Jessicafort, UT 14179",DodgerBlue,31.574138022873235,12.94155572990243,36.72527682557127,4.560396067343641,544.4092721605869
robin80@yahoo.com,"928 Bailey Road
East Mary, DE 11678-5634",Turquoise,33.89457038870139,13.300299363336556,36.393683855020775,4.4900020655598345,630.1567281670505
dana59@hotmail.com,"31927 Jill Mountain
South Jessica, MN 63418",Blue,33.12869268643142,10.398457713085639,36.68339299807869,3.859817998874009,461.11224843060927
bwilliams@hotmail.com,"1549 Walker Passage Apt. 463
West Calvin, AZ 03144",PaleVioletRed,34.3703270461643,11.887800415781037,37.86144725932397,3.0466201888222324,491.9115050963458
whitetyler@anderson-avery.com,"4547 Stafford Throughway Apt. 178
North Patrick, MD 60768-4837",MidnightBlue,34.08026009173408,11.591439703136587,36.456898410524325,4.652854446136777,574.4156896079882
rwilliams@trujillo.biz,"54560 Thompson Creek Apt. 029
New Brianville, FL 84430-8588",BlanchedAlmond,31.42522688085481,13.27147504252467,37.23984661097634,4.022102909528949,530.766718654762
randall85@williams.com,"5086 Morales Islands Apt. 099
New Patricia, IL 78823",Black,33.62530726457669,12.988220598633102,39.672590955941864,3.9694177591077393,581.7987976770314
kevin45@mathews.net,"02393 Baker Falls
New Georgeport, ND 36338-5110",DodgerBlue,31.8627411090001,14.039867262521906,37.02226898591233,3.7382251733253336,556.2981411740467
deborah48@white.com,"1693 Gary Mission Suite 479
Lake Kelly, MO 68205",DarkGreen,33.29258730730077,11.906507762219915,38.42286529341121,3.37668749953603,502.13278922725397
hoganrichard@george.com,"4929 Michelle Grove
Lake Alexis, MT 92147-1660",BlanchedAlmond,33.74922777081331,11.137140302310659,38.40137368953426,4.595522708601322,556.1863688687886
kelly24@lewis.info,"983 Ross Glen
West Jessica, NJ 42860-5757",Bisque,34.14496898723948,12.902664889103926,36.61119877576035,2.2239934582520533,475.07162989966184
katherinegray@yahoo.com,"685 Sexton Ranch Suite 125
Lake Robertshire, NE 04469-3024",Cyan,31.12397434991195,12.386516256494852,35.63211221551042,4.288486770885737,486.9470538397658
efoster@williamson-boyd.org,"4968 Bennett Manors
Rogerschester, IL 81579-8333",Lavender,34.27824787999725,11.822721745594304,36.30854529439036,2.1173825415272596,434.1442020262987
jordandavid@gmail.com,"61502 Parker Vista Apt. 363
Jonesshire, GU 33532",Violet,33.66661568345138,10.9857637851215,36.35250276938114,0.9364975973183265,304.1355915788555
sanchezamber@scott-patterson.com,"257 Hunt Manors
South Charlottefort, CT 15033",Fuchsia,32.25997326555701,14.132893457553365,37.023479236405706,3.7620704427115657,571.2160048349454
tinayoung@hotmail.com,"83995 Owens Course Apt. 747
South Jennifer, NJ 29942",MistyRose,35.43316530057876,11.912210479900578,36.08964365766702,4.00096358646012,583.0796356620574
alicia28@fuller.com,"8055 Robinson Brooks Apt. 657
Walterview, KY 83019",CadetBlue,31.967320947882403,11.481587147836263,39.24096484164356,3.5325171645393527,445.74984123965226
rileyalejandro@gmail.com,"Unit 1475 Box 4215
DPO AE 39546-5591",LightSteelBlue,32.149060522105984,10.04731473507118,37.181447310649894,3.5350884276189447,392.9922559140308
oliviamarshall@sawyer-sellers.com,"Unit 5934 Box 9748
DPO AA 37361-3043",Brown,33.918844177834046,12.428736927868275,37.30536187928602,4.158214652664192,565.9943634015268
hortonrobert@hotmail.com,"31309 Stacey Keys Apt. 979
South Jason, KS 35357",Salmon,33.20061634140451,11.965980266792482,36.831535850846905,3.5490360574269735,499.1401524490539
montgomerycheyenne@hotmail.com,"1812 Sandra Shoal Apt. 350
Amandamouth, SC 87794-1628",FireBrick,32.53677489754807,11.121366060509414,36.97937237345656,4.1292546880945356,510.5394216996283
martinkristi@sanchez-coleman.com,"PSC 1893, Box 7023
APO AA 73445",Lime,34.08366330162949,8.668349517101323,35.906756365793065,2.2524459633808416,308.52774655803336
jefferycampbell@gmail.com,"381 Ashley Locks Suite 366
North Migueltown, TX 09795-0494",GreenYellow,33.02502013857587,12.504219807675254,37.64583878801402,4.051382465375181,561.5165319790891
webertom@phelps.com,"189 Crawford Hill Apt. 746
New Madison, WV 14108-4333",DarkOrchid,31.268104210750717,12.132509111641538,35.4567981489283,3.0720761414868827,423.47053317382387
aschmidt@johnson.biz,"Unit 1743 Box 8085
DPO AE 47693-8164",Blue,32.21292383005795,11.732991461588078,35.633953947400784,4.331863026751083,513.1531118530668
lisadelgado@gmail.com,"57993 Jennifer Unions Suite 685
Emilyville, OK 53366-2375",Olive,33.499506100675546,11.946590884981754,36.486325072393406,3.937862643180167,529.1945188649573
sharongraves@yahoo.com,"73098 Ronald Port
Cliffordborough, MO 37479-9244",Wheat,32.90485366735398,12.556107616938167,37.80550943244919,0.2699010899842742,314.4385182951061
flevine@gmail.com,"5292 Melanie Crescent Apt. 064
Fischerborough, NV 85721-5045",AliceBlue,32.204654645678524,12.480701517118195,37.680287608367976,3.2794662600656097,478.5842860083426
rskinner@johnson-jefferson.com,"24725 Neal Lock
Cynthiaville, NY 51578",OliveDrab,32.67515450844823,12.594194066191111,37.68387537364701,2.5717778354776577,444.58216497865277
kiarakim@harris.org,"1502 Gonzalez Throughway
Kathrynchester, FM 86014-7194",Linen,32.99838766242905,10.946841939586896,37.64780805527063,3.8260306175375143,475.01540708775025
rachelrodriguez@lara-waters.com,"35466 Tommy Stream
Port Daniellemouth, KS 68863-6330",LightSlateGray,33.9431185791017,11.48419869378604,36.83936583281821,2.4024538334142234,436.7205558562188
dbrown@gmail.com,"76666 Kathy Locks
Port Susan, ME 64335",Indigo,33.55210836340867,11.120870867123784,36.80837605948795,4.02781384191709,521.1953105318003
mary45@gmail.com,"33213 Tanner Knolls Apt. 519
Whiteborough, OR 37119-7790",Lime,33.67683086814267,10.971392430875488,37.72236711094261,3.629339915268192,478.18305971187965
marcusleach@floyd.org,"Unit 3998 Box 4348
DPO AA 37629",SteelBlue,32.64194636558817,11.588948579712497,36.32214091690131,3.189609941879746,432.48116855701767
lmunoz@yahoo.com,"2100 Austin Camp Apt. 943
Anthonymouth, WV 24243-3781",Olive,33.42121218172261,10.706641521307747,35.766153500383716,3.3939750434342972,438.30370784642975
dvasquez@wiley.com,"967 Chloe Springs Suite 554
Lake Ashley, GA 03230",HoneyDew,32.76707608122926,11.07625934092972,34.77975050203264,2.574948470025072,388.94054879219425
dylanmartin@hotmail.com,"42644 Helen Keys Apt. 103
Jessicahaven, KS 89406-1960",MidnightBlue,33.11995442833815,12.953262542191796,37.03427958207978,3.4720213800343784,534.7714849461672
xkaufman@gmail.com,"02342 Melissa Islands
Smithhaven, KS 68335",DarkViolet,35.37187609232446,10.572466600106116,36.86218334634355,4.198349060814376,537.9157529213054
jasonhensley@yahoo.com,"97262 Brian Skyway
Lake Marissa, GU 96859",Sienna,33.9760825800378,11.658036814224134,37.42527868006791,2.086348146609663,407.8763782204976
gstrong@hotmail.com,"7875 Landry Road Apt. 947
Brownshire, NC 10074-7735",Pink,34.03416353106073,13.592512657946294,36.83865678634849,3.6059339177330707,618.8459704239658
arnoldsamuel@wilson.com,"949 Tapia Viaduct
Martinezfurt, CT 79271-8205",LightSkyBlue,32.77049215854934,11.371767361248999,35.26149811626243,4.034386130357466,502.77107456549606
scottrose@yahoo.com,"50639 Sarah Isle Apt. 268
Yangmouth, MO 05540",SaddleBrown,33.50381038174352,11.233414953540922,37.211152581351115,2.320550249888456,397.420584096457
salazarkaren@hotmail.com,"51173 Burton Wall Apt. 417
Prestonville, NY 37002",SteelBlue,31.874551694585367,10.290350765056484,36.929761561703394,3.491093337009152,392.2852442462675
susanibarra@yahoo.com,"426 Scott Radial Apt. 065
Abigailstad, MS 16590-2222",Thistle,32.53323998265473,14.121783839255324,38.40632901011416,5.320093863780987,689.2356997616951
nhenry@hotmail.com,"3874 Harper Plaza
North Nancy, ME 96802-9462",BlanchedAlmond,34.85131416586477,12.41554196333362,37.67232248424959,3.1305384624648442,543.1326262891694
millerrachel@gallagher-nichols.com,"Unit 4742 Box 9517
DPO AE 67219-3123",Turquoise,34.21146128149797,10.770248917443363,34.649800047407126,4.985204970864011,577.7360248512277
garciakevin@gmail.com,"845 Colleen Ways
Lake Matthewview, VT 65340-3159",Orange,33.45961931752967,12.664390524735163,36.36684324701071,1.7269620431885113,436.58074034754827
philliproberson@yahoo.com,"Unit 0373 Box 8981
DPO AA 89902",Beige,34.200539409318985,12.667808875387266,37.48704924855169,3.7016222869142337,553.9946735912697
kstafford@estes-nguyen.com,"PSC 4856, Box 1297
APO AA 17032-7944",YellowGreen,31.169506798711588,13.970181074130446,36.67395273856423,1.7851739448879638,427.35653080229275
kennethperry@bowen.org,"272 Frederick Lodge
East Andrew, FL 07414",SlateGray,32.518196813999246,11.509253453525043,36.599289087393494,3.0226757598626595,424.7287739291025
prussell@lopez.com,"9985 Wolf Pass
Brandimouth, CA 63346",Bisque,34.523019620716326,11.405770450141057,36.378271013194265,4.041244969129275,541.0498309594356
mosleyjacob@yahoo.com,"PSC 1790, Box 8872
APO AE 01821-4769",Orange,33.66599032199544,12.263717676034362,38.86023443032663,3.13952693504287,469.38314617236114
rhaas@yahoo.com,"4502 Jennifer Prairie Suite 029
Lake Jesse, LA 02328-3633",DimGray,31.609839573389642,12.71070130045925,36.166463391921475,2.562818810803233,444.5455496511082
antonioharris@hotmail.com,"4307 Nicholas Drive Apt. 259
Ramirezberg, AS 59832",MediumBlue,33.70088553901973,13.471577671948916,37.0716431982524,2.3790764968915394,492.55683370047706
austinthomas@gmail.com,"5855 Gross Burgs Suite 169
Ballland, AS 98525",AntiqueWhite,33.81173340621725,11.186808718643787,36.29889307823573,4.301996499354755,535.3216100850124
bethsullivan@reed.net,"80500 Mary Corners Apt. 225
Wallsville, ME 80526",Beige,34.33667722314705,11.246812606011583,38.68258378408295,2.0947616690074846,408.9583359406166
ncummings@yahoo.com,"344 Jessica Stravenue
New Brian, MA 04730-6761",Beige,31.06132515671613,12.357638107209013,36.16604163340145,4.089330841235956,487.55545805790155
hking@hotmail.com,"85181 Christian Courts Suite 758
Larryfurt, MS 38722-6766",PeachPuff,33.06976829928679,11.764325958658198,36.875025808917755,3.5160510174718302,487.64623174384167
annstone@hotmail.com,"543 Reynolds Burg
Melindaberg, KY 46631",LightPink,34.60624245261783,11.761883803681748,38.12651979793058,1.8208106181524433,402.16712222372564
christopher44@hotmail.com,"549 Anna Avenue
Port Laura, CA 76209-9339",WhiteSmoke,34.23824191192028,11.550300110865926,35.769329630500295,4.1831436617261275,551.0230017027826
autumn88@mendoza-mills.com,"214 Obrien Lakes Suite 572
South Jeremy, KS 52867-7617",MediumOrchid,32.04781463313985,12.482669924970503,35.536024530304154,3.3939027880693717,497.38955775884335
dhudson@ramos.net,"5661 Grant Centers
Stevensfurt, CT 53959",Olive,30.97167564388777,11.731364294077403,36.074551140168914,4.4263640805293125,494.6386097568927
egomez@hotmail.com,"768 Riley Pine Apt. 624
Kellymouth, OK 98992-3108",MistyRose,33.60685082311888,12.21407374586628,37.198427822725975,2.905238361446573,479.2474167840931
kimberlyruiz@smith-gordon.com,"503 Adams Pines Apt. 638
North Ashleyside, AZ 34687-6128",DarkRed,33.44812500934655,11.903756682535942,36.87454360467994,2.782757828499416,462.65651893471335
mooremichelle@logan.com,"07813 Randy Point
Lake Thomasberg, MO 06013-9920",Pink,33.36938093820547,12.222483941893726,36.35523488364423,3.4470177927906893,515.5024796636585
aaron22@gmail.com,"38678 Sean Drive Suite 293
Karentown, IA 78306-2717",DarkGray,33.452295280190306,12.005916370756166,36.53409567089256,4.712233578509766,576.4776071703129
michelleshepherd@price.com,"6820 Erica Vista Apt. 418
Brightside, IA 50639",Orchid,32.90469244491627,11.91374515283876,36.058647603220486,1.2281124234144234,357.85798360521926
zscott@wright.com,"9909 Hoffman Ranch Suite 195
Scotthaven, SC 53575",PeachPuff,35.63085386109822,12.125401967944384,38.18776368086846,4.019051426800219,597.7398788791847
tracy79@wheeler.net,"513 Moore Crescent Apt. 416
Amandaberg, GU 03655-2219",Magenta,32.2463499961189,11.30555143041474,37.133126759376324,1.7073897286757314,327.37795258965207
brian28@sanchez.org,"7446 Mary Ferry
Lake Sherryfurt, GA 49066-0207",GhostWhite,34.69559119111866,11.608997070875462,37.68487727530606,3.1630919310737573,510.40138845250476
leonardhancock@hotmail.com,"64147 Alexander Station Apt. 474
East Jasonview, MN 83788",SeaShell,34.34392190842758,11.693058197072652,36.812934125501464,3.4470928961368963,510.50147847479735
davidsonkathleen@gmail.com,"70128 Zimmerman Overpass
Robertsshire, VA 59860",DarkBlue,33.680936949606156,11.201569884684467,37.83544772741218,2.208813678005546,403.8195198321978
